account_id,user_id,account_type,balance,kyc_verified,account_age_days
A5455,U3678,savings,293356,1,273
A5456,U3678,savings,169669,1,273
A5457,U3679,current,81538,1,1243
A5458,U3680,current,416114,0,1173
A5459,U3681,current,38271,1,921
A5460,U3682,savings,16043,1,1042
A5461,U3683,savings,10939,0,1789
A5462,U3684,current,365085,0,1115
A5463,U3685,current,112720,1,1898
A5464,U3685,current,423607,0,1898
A5465,U3686,savings,404670,1,1544
A5466,U3687,current,302842,1,1868
A5467,U3688,current,116929,1,652
A5468,U3688,savings,128008,1,652
A5469,U3689,current,463832,1,181
A5470,U3690,savings,103445,0,408
A5471,U3690,savings,491599,0,408
A5472,U3691,savings,397439,1,251
A5473,U3692,savings,17099,1,754
A5474,U3693,savings,41041,0,1575
A5475,U3694,current,115804,1,1632
A5476,U3694,current,249825,1,1632
A5477,U3695,current,20756,1,978
A5478,U3695,savings,61656,0,978
A5479,U3696,current,141093,0,440
A5480,U3697,current,5426,0,659
A5481,U3697,savings,21373,0,659
A5482,U3698,current,211668,1,1887
A5483,U3699,savings,98445,0,1191
A5484,U3700,savings,312642,0,640
A5485,U3701,current,26376,0,1907
A5486,U3702,savings,25061,1,395
A5487,U3703,current,94593,0,536
A5488,U3703,savings,50701,0,536
A5489,U3704,current,229573,1,1628
A5490,U3704,savings,42750,1,1628
A5491,U3705,current,149803,0,189
A5492,U3705,savings,305033,0,189
A5493,U3706,current,209817,1,1119
A5494,U3707,current,87213,1,742
A5495,U3707,savings,105078,0,742
A5496,U3708,savings,482493,1,1153
A5497,U3709,current,19717,0,54
A5498,U3710,savings,227994,1,1146
A5499,U3710,savings,486366,1,1146
A5500,U3711,savings,56734,0,852
A5501,U3711,current,12649,1,852
A5502,U3712,savings,59754,0,1566
A5503,U3712,current,13214,0,1566
A5504,U3713,current,33303,1,1928
A5505,U3713,savings,97602,0,1928
A5506,U3714,current,194402,0,324
A5507,U3715,savings,256977,1,1324
A5508,U3716,current,110221,0,505
A5509,U3716,savings,62082,1,505
A5510,U3717,savings,214269,1,452
A5511,U3718,savings,478051,0,830
A5512,U3718,savings,298994,1,830
A5513,U3719,current,73375,1,553
A5514,U3719,savings,415859,1,553
A5515,U3720,savings,702563,1,835
A5516,U3720,current,463095,1,835
A5517,U3721,current,22104,1,1100
A5518,U3721,current,24406,0,1100
A5519,U3722,savings,10371,0,1180
A5520,U3722,current,45711,1,1180
A5521,U3723,current,174946,0,1242
A5522,U3723,savings,50813,0,1242
A5523,U3724,current,152331,1,800
A5524,U3725,savings,368783,0,193
A5525,U3726,current,35503,1,205
A5526,U3727,current,135221,1,1312
A5527,U3728,current,6740,1,1366
A5528,U3729,current,656235,1,1647
A5529,U3729,savings,620904,0,1647
A5530,U3730,current,49196,0,1756
A5531,U3730,current,22626,0,1756
A5532,U3731,savings,117674,1,1247
A5533,U3731,current,140792,0,1247
A5534,U3732,savings,21631,0,1324
A5535,U3732,savings,19378,0,1324
A5536,U3733,savings,25639,1,896
A5537,U3734,current,30783,1,178
A5538,U3734,current,61631,0,178
A5539,U3735,current,103521,1,992
A5540,U3736,savings,86682,0,33
A5541,U3736,current,80556,1,33
A5542,U3737,current,299712,0,698
A5543,U3737,savings,317287,0,698
A5544,U3738,current,179158,1,1526
A5545,U3738,savings,88374,0,1526
A5546,U3739,savings,366522,0,936
A5547,U3740,current,100794,0,1456
A5548,U3740,savings,38135,0,1456
A5549,U3741,savings,181977,0,766
A5550,U3741,current,213315,1,766
A5551,U3742,savings,211323,1,559
A5552,U3743,current,40133,1,1916
A5553,U3743,savings,23046,0,1916
A5554,U3744,current,217874,1,950
A5555,U3745,current,143124,0,42
A5556,U3745,savings,220962,0,42
A5557,U3746,savings,424538,0,1971
A5558,U3747,savings,217626,0,49
A5559,U3747,current,339736,1,49
A5560,U3748,savings,164727,0,1274
A5561,U3748,savings,172123,0,1274
A5562,U3749,current,34138,1,624
A5563,U3750,current,26525,0,1548
A5564,U3750,current,27258,1,1548
A5565,U3751,savings,13223,1,378
A5566,U3751,savings,74016,0,378
A5567,U3752,savings,254876,0,780
A5568,U3753,savings,22141,1,1034
A5569,U3753,current,60519,0,1034
A5570,U3754,savings,15901,0,1600
A5571,U3755,savings,485848,0,1467
A5572,U3756,savings,107501,1,1157
A5573,U3756,current,155216,1,1157
A5574,U3757,savings,221445,1,447
A5575,U3757,current,133257,1,447
A5576,U3758,savings,28760,0,1552
A5577,U3759,savings,14688,0,1267
A5578,U3760,current,80610,1,81
A5579,U3760,savings,20329,1,81
A5580,U3761,savings,166697,1,1240
A5581,U3762,savings,703901,0,1852
A5582,U3763,savings,90644,1,1916
A5583,U3763,current,29507,0,1916
A5584,U3764,savings,262508,0,1830
A5585,U3764,savings,318680,0,1830
A5586,U3765,current,447131,1,550
A5587,U3765,current,323199,1,550
A5588,U3766,current,56202,1,262
A5589,U3767,current,43005,1,658
A5590,U3768,current,88174,1,724
A5591,U3769,savings,132737,1,498
A5592,U3770,savings,68594,1,963
A5593,U3770,current,21902,0,963
A5594,U3771,savings,72670,0,943
A5595,U3771,current,95117,0,943
A5596,U3772,savings,324451,1,1978
A5597,U3773,current,146691,0,1610
A5598,U3773,savings,28050,1,1610
A5599,U3774,current,179761,0,165
A5600,U3775,current,18857,1,641
A5601,U3776,savings,10267,1,51
A5602,U3777,current,17555,0,607
A5603,U3778,savings,19001,0,623
A5604,U3778,savings,16293,1,623
A5605,U3779,current,52460,1,885
A5606,U3779,savings,59541,0,885
A5607,U3780,current,99788,0,1818
A5608,U3781,savings,20194,1,350
A5609,U3781,current,12352,1,350
A5610,U3782,current,130589,1,1803
A5611,U3783,current,42771,0,699
A5612,U3783,current,13101,1,699
A5613,U3784,savings,346692,0,709
A5614,U3784,savings,638825,0,709
A5615,U3785,savings,130487,1,444
A5616,U3786,current,320235,1,1542
A5617,U3786,savings,213224,1,1542
A5618,U3787,savings,460101,0,1501
A5619,U3787,savings,346930,1,1501
A5620,U3788,current,47702,1,1112
A5621,U3788,savings,220695,0,1112
A5622,U3789,savings,99241,0,601
A5623,U3789,savings,26266,1,601
A5624,U3790,savings,34015,0,479
A5625,U3791,current,24430,0,1611
A5626,U3791,savings,27692,0,1611
A5627,U3792,savings,46129,0,798
A5628,U3792,savings,64152,0,798
A5629,U3793,savings,137226,1,1249
A5630,U3793,current,170714,0,1249
A5631,U3794,savings,25215,0,656
A5632,U3794,savings,55953,0,656
A5633,U3795,savings,147008,0,30
A5634,U3795,current,56743,1,30
A5635,U3796,savings,16931,1,803
A5636,U3797,current,14468,0,1943
A5637,U3797,savings,46343,1,1943
A5638,U3798,savings,719391,0,147
A5639,U3799,current,63884,0,1660
A5640,U3799,current,143287,0,1660
A5641,U3800,current,149627,1,672
A5642,U3800,current,187538,0,672
A5643,U3801,savings,21870,1,1567
A5644,U3801,savings,46638,0,1567
A5645,U3802,current,466068,1,528
A5646,U3802,current,262947,0,528
A5647,U3803,current,79941,1,944
A5648,U3804,current,123046,1,1181
A5649,U3805,savings,684707,1,868
A5650,U3806,savings,161177,1,146
A5651,U3806,savings,185072,0,146
A5652,U3807,current,313748,0,428
A5653,U3807,current,174416,1,428
A5654,U3808,current,42384,0,1790
A5655,U3808,savings,50350,0,1790
A5656,U3809,savings,172909,0,1134
A5657,U3809,current,271268,0,1134
A5658,U3810,current,150892,0,1728
A5659,U3810,current,501143,0,1728
A5660,U3811,current,401180,0,1570
A5661,U3811,savings,405790,1,1570
A5662,U3812,current,180609,1,216
A5663,U3813,current,177476,0,669
A5664,U3814,savings,139088,1,132
A5665,U3814,current,149935,0,132
A5666,U3815,savings,63088,1,743
A5667,U3816,savings,296565,0,1673
A5668,U3816,savings,194778,1,1673
A5669,U3817,current,36892,1,1845
A5670,U3818,current,574752,0,99
A5671,U3819,current,200005,0,288
A5672,U3819,savings,83362,0,288
A5673,U3820,savings,49008,1,1656
A5674,U3821,savings,42800,1,711
A5675,U3821,current,83864,0,711
A5676,U3822,savings,14713,1,1605
A5677,U3822,savings,36937,1,1605
A5678,U3823,savings,108972,0,1331
A5679,U3823,savings,144376,1,1331
A5680,U3824,savings,305630,0,1118
A5681,U3825,savings,90850,0,1531
A5682,U3825,savings,335993,0,1531
A5683,U3826,savings,157333,1,1041
A5684,U3826,current,57057,1,1041
A5685,U3827,savings,25239,1,718
A5686,U3827,current,44540,0,718
A5687,U3828,current,55222,1,1239
A5688,U3828,current,162842,1,1239
A5689,U3829,current,521313,1,1741
A5690,U3829,savings,432786,1,1741
A5691,U3830,savings,206266,1,882
A5692,U3831,savings,115123,1,119
A5693,U3831,current,235807,0,119
A5694,U3832,savings,23586,0,125
A5695,U3833,savings,121651,1,1650
A5696,U3834,savings,164312,1,775
A5697,U3834,current,37437,0,775
A5698,U3835,savings,445627,1,1844
A5699,U3835,current,334597,1,1844
A5700,U3836,current,271094,0,1611
A5701,U3836,current,360631,0,1611
A5702,U3837,current,249195,0,1946
A5703,U3837,savings,187652,1,1946
A5704,U3838,current,285965,0,1444
A5705,U3838,savings,428611,0,1444
A5706,U3839,current,144455,0,977
A5707,U3840,savings,215808,0,1128
A5708,U3840,savings,247658,1,1128
A5709,U3841,savings,80420,0,235
A5710,U3842,savings,50183,0,1716
A5711,U3842,current,67140,1,1716
A5712,U3843,current,104356,0,1618
A5713,U3844,savings,340148,0,842
A5714,U3845,current,15466,1,1510
A5715,U3845,current,14211,0,1510
A5716,U3846,current,300705,0,647
A5717,U3847,current,47761,1,1688
A5718,U3848,savings,42696,1,907
A5719,U3849,current,108343,0,347
A5720,U3850,savings,26576,0,777
A5721,U3850,current,22088,0,777
A5722,U3851,savings,312240,1,1106
A5723,U3851,current,237771,1,1106
A5724,U3852,savings,501174,0,1645
A5725,U3852,savings,608945,1,1645
A5726,U3853,savings,18943,0,960
A5727,U3854,savings,47465,1,1758
A5728,U3854,savings,44973,0,1758
A5729,U3855,current,68494,1,1607
A5730,U3856,savings,16526,0,51
A5731,U3856,current,4916,0,51
A5732,U3857,savings,55751,1,971
A5733,U3857,current,36094,0,971
A5734,U3858,savings,182216,0,257
A5735,U3858,savings,53933,1,257
A5736,U3859,current,65056,1,782
A5737,U3859,current,44261,0,782
A5738,U3860,current,663801,0,829
A5739,U3860,current,738629,0,829
A5740,U3861,current,56845,1,1803
A5741,U3861,savings,50305,0,1803
A5742,U3862,current,589531,0,37
A5743,U3862,savings,95904,1,37
A5744,U3863,savings,137830,0,1837
A5745,U3864,current,515873,1,1431
A5746,U3864,savings,581448,0,1431
A5747,U3865,savings,33823,0,817
A5748,U3866,current,201071,1,74
A5749,U3867,savings,541244,1,1070
A5750,U3868,current,27990,0,1110
A5751,U3869,current,12801,1,1239
A5752,U3869,current,20589,1,1239
A5753,U3870,current,305228,0,1819
A5754,U3871,savings,188587,0,1326
A5755,U3872,current,59346,1,1588
A5756,U3872,current,221682,0,1588
A5757,U3873,current,54306,1,401
A5758,U3874,current,359904,1,1532
A5759,U3874,savings,157601,1,1532
A5760,U3875,savings,33180,0,90
A5761,U3876,current,248396,0,1960
A5762,U3876,current,345181,0,1960
A5763,U3877,savings,224261,1,1664
A5764,U3878,current,26382,1,565
A5765,U3879,savings,239359,0,605
A5766,U3879,current,168754,0,605
A5767,U3880,current,43435,0,372
A5768,U3881,current,230554,0,931
A5769,U3882,current,592799,0,342
A5770,U3882,current,308370,1,342
A5771,U3883,savings,89548,0,1763
A5772,U3883,savings,12909,0,1763
A5773,U3884,savings,132398,1,1504
A5774,U3884,current,49834,1,1504
A5775,U3885,savings,25612,0,1268
A5776,U3885,savings,55484,1,1268
A5777,U3886,current,154389,0,1354
A5778,U3887,current,165157,1,210
A5779,U3887,savings,271341,0,210
A5780,U3888,savings,40997,0,116
A5781,U3888,current,42719,0,116
A5782,U3889,savings,551537,0,1338
A5783,U3889,savings,571663,0,1338
A5784,U3890,current,30222,0,1124
A5785,U3891,current,283670,0,1918
A5786,U3892,current,806655,1,1497
A5787,U3892,savings,191018,0,1497
A5788,U3893,savings,184697,1,1089
A5789,U3893,savings,237152,0,1089
A5790,U3894,savings,50325,1,504
A5791,U3895,current,343773,0,1140
A5792,U3896,current,68963,0,1723
A5793,U3896,savings,67617,0,1723
A5794,U3897,current,7466,0,1577
A5795,U3897,current,25075,0,1577
A5796,U3898,current,69675,1,1191
A5797,U3898,savings,10018,1,1191
A5798,U3899,savings,310017,1,69
A5799,U3899,savings,372058,1,69
A5800,U3900,current,24295,1,1985
A5801,U3901,current,80445,0,1112
A5802,U3901,savings,63068,1,1112
A5803,U3902,savings,37093,0,972
A5804,U3902,current,12374,1,972
A5805,U3903,savings,74710,0,631
A5806,U3903,savings,23853,0,631
A5807,U3904,savings,74732,0,1694
A5808,U3905,current,16372,0,474
A5809,U3905,savings,12931,0,474
A5810,U3906,current,23478,0,1982
A5811,U3907,savings,157096,0,1357
A5812,U3908,savings,202034,0,325
A5813,U3909,current,456338,0,1130
A5814,U3909,current,291334,0,1130
A5815,U3910,savings,93761,1,812
A5816,U3911,current,405672,1,642
A5817,U3912,savings,26264,0,1964
A5818,U3913,savings,300800,1,1551
A5819,U3914,savings,57705,0,1003
A5820,U3915,savings,432353,0,1778
A5821,U3916,current,113289,1,1552
A5822,U3916,current,163756,0,1552
A5823,U3917,current,480966,0,411
A5824,U3917,savings,456942,0,411
A5825,U3918,savings,70967,1,703
A5826,U3919,savings,22154,0,1760
A5827,U3920,savings,47302,0,1649
A5828,U3920,current,23956,0,1649
A5829,U3921,savings,253693,1,1766
A5830,U3922,current,56475,1,1360
A5831,U3923,savings,324722,1,1323
A5832,U3923,current,56447,1,1323
A5833,U3924,current,38805,1,787
A5834,U3924,current,86154,0,787
A5835,U3925,savings,48268,1,803
A5836,U3926,current,25655,0,487
A5837,U3927,savings,15548,0,1591
A5838,U3928,current,32912,0,665
A5839,U3929,current,188594,1,1727
A5840,U3930,current,267178,0,1485
A5841,U3931,savings,33683,1,1468
A5842,U3931,current,27722,1,1468
A5843,U3932,savings,15368,0,1682
A5844,U3933,current,89908,0,883
A5845,U3934,current,36942,1,729
A5846,U3935,savings,67697,0,1705
A5847,U3935,current,78613,0,1705
A5848,U3936,savings,100794,1,1293
A5849,U3936,current,333696,0,1293
A5850,U3937,savings,326566,0,166
A5851,U3937,current,151065,0,166
A5852,U3938,current,80759,1,60
A5853,U3938,current,97696,0,60
A5854,U3939,savings,26357,1,1687
A5855,U3940,current,37022,0,99
A5856,U3941,savings,3979,1,713
A5857,U3941,savings,6018,0,713
A5858,U3942,savings,85310,0,1139
A5859,U3942,current,38495,0,1139
A5860,U3943,current,32336,0,1661
A5861,U3943,savings,53046,1,1661
A5862,U3944,savings,198793,1,73
A5863,U3944,current,103409,0,73
A5864,U3945,current,283202,0,1838
A5865,U3945,current,625009,0,1838
A5866,U3946,current,275373,1,1132
A5867,U3947,current,126360,0,576
A5868,U3948,current,271530,1,1704
A5869,U3949,current,375201,0,1638
A5870,U3950,savings,128371,0,1087
A5871,U3950,savings,321689,0,1087
A5872,U3951,current,49745,0,189
A5873,U3952,current,257823,1,550
A5874,U3952,savings,292440,1,550
A5875,U3953,savings,149917,1,221
A5876,U3953,savings,713057,1,221
A5877,U3954,current,136654,1,813
A5878,U3955,current,44878,1,1473
A5879,U3955,current,25914,0,1473
A5880,U3956,savings,96135,1,449
A5881,U3957,current,94534,1,515
A5882,U3957,savings,269328,1,515
A5883,U3958,current,260433,0,968
A5884,U3959,savings,124885,0,991
A5885,U3959,savings,24176,1,991
A5886,U3960,savings,27693,1,1756
A5887,U3960,savings,20746,1,1756
A5888,U3961,savings,94843,0,716
A5889,U3962,current,215687,0,1802
A5890,U3962,current,232474,1,1802
A5891,U3963,current,558340,0,1085
A5892,U3964,current,45902,0,1684
A5893,U3965,current,128184,0,936
A5894,U3965,savings,232869,0,936
A5895,U3966,current,41565,0,1465
A5896,U3966,current,41096,1,1465
A5897,U3967,current,448703,1,491
A5898,U3968,current,91593,1,1214
A5899,U3968,current,246152,0,1214
A5900,U3969,current,35363,0,1294
A5901,U3970,current,150160,1,396
A5902,U3971,current,491242,1,336
A5903,U3972,savings,150673,0,1955
A5904,U3972,savings,57873,0,1955
A5905,U3973,current,661490,1,835
A5906,U3974,savings,17361,0,1943
A5907,U3974,savings,19872,1,1943
A5908,U3975,current,45990,0,1303
A5909,U3975,savings,366102,0,1303
A5910,U3976,current,458487,1,1215
A5911,U3976,savings,441428,0,1215
A5912,U3977,current,11935,1,303
A5913,U3977,current,7401,0,303
A5914,U3978,current,85183,0,819
A5915,U3979,current,73765,0,118
A5916,U3979,savings,20207,0,118
A5917,U3980,savings,215397,0,405
A5918,U3981,current,99118,1,1245
A5919,U3982,savings,405227,1,1246
A5920,U3983,savings,321518,1,1819
A5921,U3984,current,13248,0,469
A5922,U3984,current,79200,0,469
A5923,U3985,savings,182883,0,792
A5924,U3986,savings,118683,0,1399
A5925,U3986,current,515963,0,1399
A5926,U3987,current,115951,1,744
A5927,U3988,current,654409,0,303
A5928,U3989,current,223667,0,1643
A5929,U3989,savings,136362,0,1643
A5930,U3990,savings,291395,1,935
A5931,U3991,savings,39185,1,268
A5932,U3991,current,5445,0,268
A5933,U3992,current,67093,0,697
A5934,U3993,current,182164,0,1554
A5935,U3994,savings,432806,1,640
A5936,U3994,savings,224266,0,640
A5937,U3995,current,404465,1,787
A5938,U3995,savings,614653,0,787
A5939,U3996,savings,12535,0,188
A5940,U3996,savings,4853,1,188
A5941,U3997,savings,181067,0,1835
A5942,U3997,savings,328969,1,1835
A5943,U3998,current,369270,1,1278
A5944,U3998,savings,304207,0,1278
A5945,U3999,savings,84895,0,166
A5946,U4000,current,134773,1,1959
A5947,U4000,savings,201895,1,1959
A5948,U4001,current,14816,0,776
A5949,U4001,current,40741,0,776
A5950,U4002,savings,260159,0,240
A5951,U4003,current,73126,1,574
A5952,U4004,savings,315608,0,916
A5953,U4004,current,287137,1,916
A5954,U4005,current,128576,1,1122
A5955,U4006,current,32253,1,273
A5956,U4007,savings,400001,1,821
A5957,U4007,current,231516,0,821
A5958,U4008,current,13742,0,887
A5959,U4009,savings,40117,1,236
A5960,U4010,savings,21299,0,794
A5961,U4011,savings,397639,1,1695
A5962,U4012,current,73016,1,226
A5963,U4012,savings,58002,0,226
A5964,U4013,savings,26679,1,1471
A5965,U4014,current,86195,0,261
A5966,U4014,savings,217395,1,261
A5967,U4015,current,14298,0,1246
A5968,U4016,current,425839,0,1388
A5969,U4016,savings,140524,1,1388
A5970,U4017,savings,69323,1,973
A5971,U4018,savings,105652,0,309
A5972,U4018,current,117038,0,309
A5973,U4019,savings,21646,1,1104
A5974,U4020,savings,12109,0,646
A5975,U4021,savings,61806,1,1442
A5976,U4021,savings,257444,1,1442
A5977,U4022,current,488748,0,570
A5978,U4022,current,104271,1,570
A5979,U4023,current,428095,0,1680
A5980,U4024,savings,84755,0,1889
A5981,U4025,savings,351780,0,1650
A5982,U4026,current,282392,0,1015
A5983,U4026,current,248857,0,1015
A5984,U4027,savings,86758,0,1095
A5985,U4028,savings,839802,0,1752
A5986,U4029,current,21784,0,715
A5987,U4029,savings,23153,1,715
A5988,U4030,current,240703,0,906
A5989,U4030,current,70913,1,906
A5990,U4031,current,65936,0,1961
A5991,U4031,savings,96161,1,1961
A5992,U4032,current,493339,0,1263
A5993,U4032,current,603298,0,1263
A5994,U4033,current,8754,0,1309
A5995,U4034,savings,219602,0,699
A5996,U4035,savings,4943,0,1179
A5997,U4036,current,305768,1,297
A5998,U4036,current,186908,0,297
A5999,U4037,savings,639485,0,1544
A6000,U4038,savings,29522,1,1369
A6001,U4039,current,59595,0,1128
A6002,U4040,savings,359770,1,1326
A6003,U4040,savings,120688,1,1326
A6004,U4041,current,198779,1,401
A6005,U4041,savings,99468,1,401
A6006,U4042,savings,35365,1,971
A6007,U4043,savings,66420,0,1578
A6008,U4044,savings,65512,0,1581
A6009,U4045,current,223993,1,1180
A6010,U4046,savings,138008,0,1282
A6011,U4047,savings,60717,1,864
A6012,U4047,savings,77583,0,864
A6013,U4048,current,37723,1,1416
A6014,U4048,current,23251,1,1416
A6015,U4049,savings,413708,0,1361
A6016,U4049,current,112395,0,1361
A6017,U4050,savings,376763,1,285
A6018,U4050,current,193215,0,285
A6019,U4051,savings,28392,1,130
A6020,U4052,current,80587,0,1752
A6021,U4053,savings,61347,0,1798
A6022,U4054,savings,16796,0,1771
A6023,U4055,savings,4400,1,1456
A6024,U4056,current,12510,1,1586
A6025,U4057,current,96007,1,1175
A6026,U4058,current,175054,1,680
A6027,U4059,current,342607,0,1478
A6028,U4060,current,220662,0,961
A6029,U4061,current,173381,0,464
A6030,U4061,savings,327191,1,464
A6031,U4062,savings,9032,0,115
A6032,U4063,savings,255993,1,1253
A6033,U4063,current,377985,1,1253
A6034,U4064,savings,340610,1,1619
A6035,U4065,current,936998,0,1913
A6036,U4065,current,152395,1,1913
A6037,U4066,current,28052,1,501
A6038,U4067,current,43098,0,1556
A6039,U4068,current,125998,0,1822
A6040,U4069,current,208443,1,950
A6041,U4069,current,144282,0,950
A6042,U4070,current,41600,0,119
A6043,U4071,current,250357,1,180
A6044,U4072,current,88351,0,1153
A6045,U4073,savings,232561,0,863
A6046,U4074,current,232929,1,1609
A6047,U4074,current,122454,1,1609
A6048,U4075,savings,178976,0,1140
A6049,U4075,savings,730325,1,1140
A6050,U4076,current,259421,1,1745
A6051,U4077,savings,10508,1,1091
A6052,U4077,savings,14401,1,1091
A6053,U4078,current,78969,0,1459
A6054,U4079,current,295612,1,450
A6055,U4079,current,417244,0,450
A6056,U4080,current,84752,0,98
A6057,U4081,savings,430148,1,547
A6058,U4081,savings,428799,0,547
A6059,U4082,current,231201,0,1862
A6060,U4083,current,37101,0,722
A6061,U4084,savings,27670,1,275
A6062,U4084,savings,28099,1,275
A6063,U4085,savings,44156,0,1379
A6064,U4085,savings,82004,0,1379
A6065,U4086,savings,307130,1,1404
A6066,U4086,current,901700,0,1404
A6067,U4087,savings,195997,1,1867
A6068,U4087,current,42562,0,1867
A6069,U4088,current,631817,0,1515
A6070,U4088,current,452171,1,1515
A6071,U4089,savings,18271,1,622
A6072,U4089,current,23671,0,622
A6073,U4090,savings,296682,1,466
A6074,U4091,savings,732925,0,1619
A6075,U4091,savings,808253,1,1619
A6076,U4092,current,92496,1,914
A6077,U4092,current,48283,1,914
A6078,U4093,savings,5867,1,1465
A6079,U4094,current,235747,1,1730
A6080,U4095,current,92263,0,1285
A6081,U4096,savings,63270,0,1894
A6082,U4097,current,69525,1,934
A6083,U4097,current,180103,0,934
A6084,U4098,savings,209740,0,1018
A6085,U4099,current,152074,0,1494
A6086,U4099,savings,357301,1,1494
A6087,U4100,savings,228171,1,720
A6088,U4101,savings,166864,0,1858
A6089,U4101,savings,372654,0,1858
A6090,U4102,savings,94330,1,1809
A6091,U4102,savings,85501,1,1809
A6092,U4103,current,73567,0,668
A6093,U4103,current,87813,1,668
A6094,U4104,savings,14854,0,1512
A6095,U4105,current,34917,0,138
A6096,U4106,current,48450,1,1882
A6097,U4107,savings,602421,0,1252
A6098,U4108,current,14215,1,790
A6099,U4108,current,22494,0,790
A6100,U4109,savings,242685,1,1904
A6101,U4110,current,31254,1,1784
A6102,U4111,savings,53803,1,1146
A6103,U4112,current,96231,0,923
A6104,U4113,savings,677417,1,876
A6105,U4114,savings,49749,1,375
A6106,U4114,savings,36911,1,375
A6107,U4115,current,851879,1,920
A6108,U4115,savings,147817,0,920
A6109,U4116,current,371195,0,90
A6110,U4117,savings,396364,0,873
A6111,U4118,savings,176179,0,469
A6112,U4119,current,104705,0,1877
A6113,U4119,savings,96365,0,1877
A6114,U4120,savings,162055,0,1909
A6115,U4121,savings,14548,0,635
A6116,U4121,savings,12898,1,635
A6117,U4122,current,57182,0,862
A6118,U4122,savings,99708,1,862
A6119,U4123,current,49367,1,1763
A6120,U4124,current,50722,0,214
A6121,U4125,current,72402,0,821
A6122,U4125,current,98318,1,821
A6123,U4126,savings,454313,0,512
A6124,U4126,current,271283,1,512
A6125,U4127,savings,548805,0,426
A6126,U4128,savings,246033,0,1265
A6127,U4129,current,295558,0,1566
A6128,U4129,savings,140307,1,1566
A6129,U4130,savings,14230,0,1605
A6130,U4130,savings,39540,0,1605
A6131,U4131,current,137787,1,256
A6132,U4131,savings,45363,1,256
A6133,U4132,current,79695,1,406
A6134,U4132,current,22936,1,406
A6135,U4133,current,379900,0,1406
A6136,U4134,current,12053,1,504
A6137,U4135,savings,234843,1,400
A6138,U4135,savings,312036,0,400
A6139,U4136,current,236697,1,637
A6140,U4137,savings,123750,0,778
A6141,U4137,current,237178,1,778
A6142,U4138,current,16211,0,476
A6143,U4139,current,7694,1,457
A6144,U4140,savings,153807,0,809
A6145,U4141,savings,15025,0,1392
A6146,U4142,current,149513,0,156
A6147,U4142,savings,192266,0,156
A6148,U4143,savings,496016,0,510
A6149,U4143,current,269825,0,510
A6150,U4144,current,485254,1,1852
A6151,U4144,savings,309118,1,1852
A6152,U4145,savings,40997,1,1469
A6153,U4145,savings,5437,1,1469
A6154,U4146,current,109024,0,1928
A6155,U4147,savings,5403,1,580
A6156,U4148,current,32486,0,1452
A6157,U4148,savings,51813,0,1452
A6158,U4149,savings,14316,0,445
A6159,U4150,current,51038,0,1662
A6160,U4150,current,28674,0,1662
A6161,U4151,current,62733,1,747
A6162,U4152,savings,587217,0,649
A6163,U4152,current,93544,1,649
A6164,U4153,savings,493096,0,1834
A6165,U4153,current,220078,1,1834
A6166,U4154,savings,223098,0,895
A6167,U4155,current,66310,1,968
A6168,U4156,savings,7148,0,1610
A6169,U4157,current,80805,1,145
A6170,U4158,current,836106,0,1901
A6171,U4159,savings,138276,1,1985
A6172,U4159,current,371130,1,1985
A6173,U4160,savings,209713,1,87
A6174,U4160,current,43913,1,87
A6175,U4161,savings,12872,0,381
A6176,U4161,current,7128,0,381
A6177,U4162,current,71369,1,1270
A6178,U4162,current,62638,0,1270
A6179,U4163,current,377769,0,1813
A6180,U4164,current,588386,0,263
A6181,U4164,current,476165,1,263
A6182,U4165,savings,323223,1,1335
A6183,U4165,current,320510,1,1335
A6184,U4166,savings,233489,0,1969
A6185,U4166,current,77287,0,1969
A6186,U4167,current,557639,1,220
A6187,U4167,savings,358722,1,220
A6188,U4168,current,66424,0,37
A6189,U4169,current,325881,0,1306
A6190,U4169,savings,202851,1,1306
A6191,U4170,savings,53165,1,1898
A6192,U4170,current,35556,1,1898
A6193,U4171,current,12684,0,833
A6194,U4171,savings,20016,0,833
A6195,U4172,savings,76601,0,1150
A6196,U4172,savings,203191,0,1150
A6197,U4173,current,7992,1,1594
A6198,U4173,savings,33243,0,1594
A6199,U4174,savings,15094,0,904
A6200,U4174,current,48717,0,904
A6201,U4175,current,116708,1,1263
A6202,U4175,current,130771,1,1263
A6203,U4176,current,39172,1,759
A6204,U4177,savings,111160,0,898
A6205,U4178,savings,43956,1,1069
A6206,U4178,current,27483,0,1069
A6207,U4179,current,36705,0,1858
A6208,U4179,savings,17171,1,1858
A6209,U4180,savings,429232,0,1999
A6210,U4180,savings,397880,0,1999
A6211,U4181,savings,47289,0,1607
A6212,U4181,savings,88545,0,1607
A6213,U4182,savings,375257,0,994
A6214,U4182,current,493663,1,994
A6215,U4183,savings,248715,1,53
A6216,U4184,savings,210189,1,290
A6217,U4184,current,47510,0,290
A6218,U4185,current,46068,0,1174
A6219,U4185,current,59934,1,1174
A6220,U4186,savings,257257,1,1905
A6221,U4187,savings,30018,1,1594
A6222,U4188,current,8153,0,167
A6223,U4188,current,18197,1,167
A6224,U4189,current,363596,0,702
A6225,U4189,current,232386,1,702
A6226,U4190,savings,397334,1,1169
A6227,U4191,current,544795,1,844
A6228,U4192,savings,26224,1,1631
A6229,U4192,current,15263,1,1631
